Wavelength,Flux,BestFit,SkyFlux
6739.069,50.613,51.650,5.504
6740.623,50.618,51.465,5.579
6742.174,51.165,49.999,5.896
6743.729,51.444,50.607,5.696
6745.280,50.316,50.146,5.923
6746.832,50.576,49.580,6.263
6748.388,49.638,50.236,6.031
6749.940,49.523,50.727,5.713
6751.497,50.759,51.209,5.751
6753.050,48.521,50.468,5.611
6754.607,49.857,49.979,5.559
6756.161,49.379,49.724,5.617
6757.715,48.988,49.771,5.465
6759.274,50.920,50.707,5.219
6760.829,59.346,50.529,5.231
6762.388,51.458,50.830,5.567
6763.943,51.721,51.384,5.489
6765.503,50.576,50.941,5.614
6767.059,50.939,49.853,5.426
6768.616,50.673,49.938,5.285
6770.177,49.249,50.055,5.560
6771.734,52.186,49.499,5.417
6773.296,52.095,50.229,5.303
6774.854,52.946,51.738,5.497
6776.416,53.944,52.914,5.298
6777.975,54.125,53.635,5.179
6779.535,53.107,53.108,5.419
6781.098,51.924,51.704,5.424
6782.658,51.249,51.401,5.199
6784.222,51.122,51.598,5.233
6785.783,51.945,51.843,5.392
6787.348,51.057,52.655,5.603
6788.909,50.796,51.630,5.727
6790.471,52.638,51.011,5.762
6792.037,51.068,51.226,5.778
6793.599,49.976,51.143,5.466
6795.166,49.626,50.696,5.339
6796.729,51.450,51.133,5.233
6798.296,52.859,51.439,5.145
6799.860,51.622,51.400,5.272
6801.428,52.595,51.543,5.202
6802.993,51.929,51.821,5.289
6804.558,51.579,51.940,5.433
6806.127,51.868,51.587,5.472
6807.693,51.085,50.374,5.025
6809.263,49.709,51.061,5.014
6810.829,49.677,51.131,5.457
6812.400,52.060,50.039,5.110
6813.967,50.779,49.543,5.373
6815.534,50.852,50.561,5.496
6817.106,50.669,49.886,5.041
6818.674,52.160,50.985,5.148
6820.247,50.702,51.515,5.418
6821.816,51.545,51.608,5.180
6823.389,49.146,51.559,5.159
6824.958,49.712,50.487,5.192
6826.528,49.679,50.967,6.319
6828.103,49.309,50.158,10.653
6829.673,49.456,49.958,18.911
6831.248,51.825,50.708,24.070
6832.820,50.538,50.979,23.023
6834.396,50.785,50.021,20.598
6835.968,51.412,49.959,21.611
6837.540,50.715,49.337,20.443
6839.117,52.198,50.583,12.907
6840.690,51.371,52.086,7.666
6842.268,52.102,51.994,8.491
6843.842,52.626,51.440,9.733
6845.420,50.900,50.974,8.831
6846.995,51.943,50.468,6.675
6848.570,51.543,50.387,5.400
6850.149,51.017,50.443,5.325
6851.725,51.174,50.518,5.837
6853.305,51.235,51.042,6.042
6854.882,50.745,51.370,5.621
6856.462,51.534,50.442,5.358
6858.040,52.248,50.512,5.086
6859.617,51.918,51.850,5.338
6861.199,50.986,52.936,5.715
6862.778,50.912,52.595,8.619
6864.360,52.786,51.948,22.349
6865.939,51.607,50.428,35.540
6867.523,51.446,49.906,32.102
6869.102,51.626,50.329,16.319
6870.683,51.355,50.342,8.223
6872.267,50.266,49.597,9.683
6873.848,50.562,50.244,9.804
6875.433,50.947,50.910,8.362
6877.015,51.467,51.265,6.101
6878.601,54.166,51.309,4.968
6880.183,52.060,50.997,5.835
6881.766,52.143,50.444,7.653
6883.353,52.648,50.433,9.057
6884.936,52.903,51.747,8.652
6886.524,53.768,52.229,6.544
6888.108,51.680,51.681,6.437
6889.697,52.748,51.265,9.142
6891.281,53.003,51.705,12.411
6892.867,54.225,52.389,11.341
6894.456,53.198,52.182,7.795
6896.042,53.495,51.968,6.326
6897.633,54.074,52.162,6.110
6899.219,52.656,52.134,6.148
6900.810,52.916,51.325,8.191
6902.398,54.145,51.405,11.668
6903.986,53.797,51.973,11.944
6905.578,52.953,52.366,8.848
6907.166,53.789,52.327,5.865
6908.759,53.602,51.722,5.181
6910.349,53.296,50.618,5.335
6911.942,52.877,49.841,7.404
6913.532,51.074,48.354,12.053
6915.123,50.430,46.327,14.802
6916.717,51.023,45.308,11.642
6918.308,50.730,45.950,7.263
6919.904,51.439,47.404,5.518
6921.496,53.475,49.785,6.403
6923.092,54.053,50.022,11.457
6924.684,54.860,51.319,20.593
6926.281,55.075,52.613,22.599
6927.875,55.730,52.190,14.980
6929.468,57.683,51.798,7.406
6931.066,57.841,52.880,5.853
6932.661,57.403,52.000,5.709
6934.259,57.745,51.770,5.097
6935.855,57.374,52.341,5.014
6937.454,58.428,52.492,5.494
6939.050,58.858,52.167,7.321
6940.646,58.840,51.610,12.126
6942.247,59.839,51.172,13.825
6943.844,60.931,51.918,11.392
6945.445,61.589,52.825,6.393
6947.043,62.156,52.547,5.460
6948.645,61.963,51.676,9.828
6950.243,64.337,52.321,21.358
6951.842,63.679,51.057,25.604
6953.445,64.384,51.533,17.520
6955.045,64.790,52.272,8.633
6956.649,67.083,51.750,5.411
6958.249,67.797,52.367,5.790
6959.854,69.365,52.998,5.578
6961.455,71.184,52.896,5.617
6963.056,72.883,53.199,5.752
6964.662,75.187,54.443,5.900
6966.264,80.757,57.303,5.721
6967.871,88.862,64.330,5.903
6969.473,107.585,79.729,6.816
6971.081,122.667,99.657,10.096
6972.684,136.959,108.714,10.984
6974.288,137.028,101.322,9.046
6975.897,117.495,82.726,6.355
6977.501,96.602,64.625,7.311
6979.110,88.035,58.369,12.931
6980.716,92.477,60.473,16.981
6982.326,109.301,78.947,14.374
6983.932,147.397,143.194,8.410
6985.539,214.051,264.732,6.168
6987.149,307.772,396.388,5.879
6988.757,374.381,435.244,5.983
6990.368,346.103,346.646,5.562
6991.977,227.812,211.371,5.190
6993.589,125.575,109.093,5.146
6995.198,88.979,66.060,5.115
6996.807,81.971,56.002,5.226
6998.420,81.089,53.630,5.574
7000.030,82.774,54.477,5.783
7001.645,88.500,55.914,5.717
7003.255,98.209,60.720,6.285
7004.870,119.789,76.445,7.616
7006.482,158.188,112.824,8.449
7008.094,211.067,172.254,7.329
7009.710,265.257,217.039,5.986
7011.322,278.234,211.596,7.352
7012.939,224.173,164.102,10.314
7014.552,144.552,107.588,10.692
7016.170,91.654,71.402,8.068
7017.784,74.106,58.946,5.584
7019.398,68.317,53.219,5.025
7021.017,63.886,51.186,5.035
7022.632,62.375,51.443,5.285
7024.252,60.836,51.859,5.195
7025.867,61.123,51.812,4.984
7027.488,61.451,52.776,5.185
7029.104,62.026,53.261,5.184
7030.721,59.645,53.110,5.338
7032.343,58.822,52.743,5.568
7033.960,57.049,52.463,5.784
7035.582,56.568,52.190,5.295
7037.201,56.222,51.719,5.091
7038.824,55.660,52.048,5.033
7040.443,56.903,52.253,5.028
7042.066,55.927,52.360,6.218
7043.686,56.714,52.680,6.741
7045.307,58.171,53.117,6.275
7046.931,55.830,54.134,6.672
7048.553,55.983,53.088,7.920
7050.178,54.991,52.421,9.855
7051.800,55.874,52.576,9.802
7053.426,54.723,52.401,8.139
7055.049,53.924,51.762,7.320
7056.672,55.949,52.340,6.299
7058.299,55.702,52.621,5.808
7059.923,55.444,52.179,5.773
7061.551,53.564,51.663,5.919
7063.175,52.543,51.397,6.147
7064.804,52.510,51.163,6.340
7066.429,53.057,51.924,6.954
7068.055,53.562,52.161,6.959
7069.685,53.357,52.231,7.086
7071.311,52.415,52.074,7.038
7072.942,53.224,51.848,6.492
7074.569,54.237,52.108,6.384
7076.200,53.566,51.710,6.589
7077.828,52.682,52.615,6.437
7079.456,53.475,52.944,6.085
7081.089,53.413,52.260,6.246
7082.718,52.919,51.683,6.529
7084.351,52.341,51.898,7.025
7085.981,51.334,51.616,6.967
7087.615,51.857,51.987,6.010
7089.245,52.061,51.628,7.091
7090.876,51.687,51.244,7.563
7092.511,51.626,51.503,7.374
7094.143,51.863,51.307,6.924
7095.779,51.664,51.016,6.015
7097.411,51.814,50.513,5.585
7099.048,51.131,50.708,5.358
7100.681,51.764,51.695,5.285
7102.314,53.981,52.214,5.233
7103.952,53.308,51.367,5.119
7105.587,53.267,52.243,5.247
7107.225,52.780,52.791,5.323
7108.860,53.281,53.220,5.427
7110.499,53.798,53.327,5.121
7112.135,54.989,52.767,5.116
7113.771,53.345,52.052,5.196
7115.412,51.939,52.048,5.392
7117.049,53.243,52.046,5.153
7118.690,52.790,51.800,5.129
7120.327,52.337,51.991,5.330
7121.969,53.448,52.398,5.099
7123.608,52.605,51.883,5.029
7125.246,51.923,52.219,5.237
7126.890,51.866,52.926,5.266
7128.529,52.420,52.094,5.694
7130.173,52.222,51.603,6.239
7131.813,52.090,51.929,5.967
7133.458,51.352,50.597,6.166
7135.099,53.823,51.667,6.372
7136.740,51.889,51.287,5.952
7138.386,52.266,50.902,5.338
7140.028,51.670,51.351,5.095
7141.675,54.128,52.119,5.225
7143.318,55.890,53.016,6.277
7144.965,55.541,55.424,7.787
7146.608,63.345,60.314,8.025
7148.253,73.543,76.010,7.691
7149.901,86.288,100.053,7.093
7151.546,100.642,117.837,6.377
7153.195,101.451,112.994,6.039
7154.840,86.035,90.386,5.336
7156.490,67.000,70.088,5.389
7158.137,59.690,58.610,5.656
7159.783,58.017,54.770,5.904
7161.434,61.482,56.969,6.430
7163.082,69.101,66.337,6.499
7164.734,81.213,83.639,6.207
7166.382,92.773,100.285,6.270
7168.034,101.178,102.546,6.211
7169.683,90.968,88.500,6.284
7171.337,70.271,68.585,6.098
7172.987,59.362,57.014,5.988
7174.637,52.814,53.881,6.377
7176.291,51.311,52.061,6.571
7177.942,51.010,51.210,6.464
7179.597,51.139,51.280,6.463
7181.249,49.956,51.620,6.256
7182.905,49.292,51.736,6.080
7184.557,48.905,50.513,6.172
7186.210,50.741,49.537,5.701
7187.867,51.037,49.475,5.348
7189.521,49.175,50.033,5.090
7191.179,48.351,50.595,5.083
7192.833,49.329,50.956,4.943
7194.492,50.328,51.815,4.917
7196.147,50.818,51.864,4.936
7197.802,51.786,51.810,5.134
7199.462,50.585,51.811,5.138
7201.118,51.868,51.731,5.197
7202.779,51.072,51.476,5.696
7204.436,50.104,50.009,5.491
7206.097,49.846,50.032,5.399
7207.755,49.503,50.107,5.072
7209.413,48.427,50.124,4.832
7211.075,49.811,50.844,4.942
7212.734,51.553,51.818,4.921
7214.398,50.090,51.628,4.787
7216.057,51.195,51.602,4.744
7217.721,50.751,52.082,4.691
7219.382,51.423,51.808,4.704
7221.043,51.452,50.690,4.681
7222.708,50.427,50.417,5.400
7224.369,49.937,49.705,5.779
7226.035,49.689,49.805,5.898
7227.697,47.667,50.432,5.711
7229.364,48.952,50.947,5.553
7231.027,50.068,51.167,5.964
7232.691,49.875,51.120,5.815
7234.359,50.347,50.125,6.193
7236.023,49.553,50.815,6.542
7237.691,49.243,51.609,7.646
7239.357,50.677,51.094,17.242
7241.026,49.128,50.188,39.526
7242.692,51.283,50.924,54.132
7244.358,49.237,51.461,51.172
7246.028,52.585,50.441,48.362
7247.695,48.602,51.704,50.442
7249.367,49.386,52.108,36.502
7251.034,51.497,49.991,15.136
7252.706,49.221,50.512,10.054
7254.375,50.755,51.068,13.097
7256.044,49.085,50.995,17.251
7257.717,51.820,51.554,13.429
7259.387,50.337,51.777,9.535
7261.061,50.698,51.041,6.997
7262.731,49.582,50.962,6.012
7264.406,50.282,51.317,6.289
7266.077,51.382,52.267,6.201
7267.748,49.570,52.571,6.952
7269.424,49.907,52.357,7.347
7271.097,48.840,51.925,8.372
7272.773,49.902,51.057,7.443
7274.447,51.463,51.432,8.638
7276.124,51.329,50.978,26.699
7277.798,51.594,51.075,62.689
7279.472,47.301,51.181,73.929
7281.151,49.173,50.361,40.129
7282.826,49.589,49.648,12.622
7284.505,49.318,49.872,16.379
7286.181,48.815,49.210,27.758
7287.861,48.021,49.724,30.077
7289.538,49.238,51.164,16.631
7291.215,50.887,51.751,7.338
7292.896,49.975,51.214,7.437
7294.574,50.962,51.640,6.542
7296.256,49.878,51.432,9.539
7297.934,50.598,51.066,12.863
7299.617,50.416,50.383,12.502
7301.296,49.697,49.933,7.051
7302.980,48.900,50.924,7.748
7304.660,51.781,50.164,14.673
7306.341,48.925,50.022,21.738
7308.025,49.058,50.904,16.657
7309.707,50.574,51.543,8.308
7311.392,50.839,51.739,6.462
7313.074,49.215,52.626,7.892
7314.761,52.929,51.910,8.409
7316.443,50.818,50.658,25.761
7318.126,51.138,50.991,50.110
7319.814,48.790,51.496,52.517
7321.498,48.689,50.693,26.273
7323.186,51.042,50.254,7.903
7324.871,50.853,51.482,5.974
7326.560,50.346,51.753,5.126
7328.245,49.723,50.902,7.332
7329.931,51.127,50.775,18.182
7331.622,50.028,51.985,28.631
7333.308,51.104,52.661,23.628
7334.999,51.305,52.629,10.768
7336.687,49.921,52.967,6.173
7338.379,53.180,52.285,5.365
7340.067,52.189,51.830,13.496
7341.755,52.950,52.721,41.070
7343.448,48.171,53.158,65.377
7345.138,50.313,52.423,48.195
7346.831,51.502,52.799,17.557
7348.522,51.584,52.770,6.321
7350.216,50.417,51.979,6.712
7351.907,51.739,51.823,6.434
7353.598,51.298,53.116,7.020
7355.294,51.116,52.919,6.709
7356.986,51.046,52.549,7.653
7358.683,52.385,52.179,12.846
7360.375,50.579,51.582,23.496
7362.073,50.375,50.994,23.904
7363.766,51.184,51.171,15.147
7365.460,51.800,52.127,7.537
7367.159,50.434,51.969,7.025
7368.854,51.177,51.724,16.555
7370.553,52.674,51.692,39.074
7372.248,50.765,51.486,52.084
7373.948,49.528,51.343,34.831
7375.645,51.141,52.032,12.866
7377.342,49.405,51.413,6.929
7379.043,49.994,51.050,6.290
7380.740,51.796,51.504,6.032
7382.442,50.625,51.931,6.011
7384.141,50.977,51.468,6.012
7385.843,51.812,50.447,5.584
7387.543,50.803,51.739,5.633
7389.242,51.790,52.174,5.653
7390.946,50.324,51.538,7.466
7392.646,51.861,51.396,12.892
7394.351,49.872,51.372,19.204
7396.052,49.809,50.127,17.094
7397.758,49.914,50.927,9.806
7399.459,51.456,50.987,5.623
7401.162,50.950,51.064,10.370
7402.868,50.930,51.736,25.523
7404.571,48.763,50.497,35.528
7406.279,50.169,51.071,24.558
7407.983,51.006,51.954,9.995
7409.691,51.275,51.770,5.257
7411.395,51.922,51.895,5.262
7413.100,50.385,52.661,5.559
7414.810,50.707,51.877,6.532
7416.516,51.328,51.831,6.012
7418.226,51.432,52.240,6.353
7419.932,49.887,52.321,6.072
7421.643,52.425,52.466,5.181
7423.351,49.965,52.865,5.541
7425.059,51.060,52.527,5.344
7426.771,50.740,51.456,5.602
7428.479,49.593,50.667,5.699
7430.192,51.059,50.385,9.038
7431.902,50.289,50.980,13.815
7433.615,51.061,51.942,12.234
7435.325,51.125,51.881,7.529
7437.040,51.406,52.148,5.719
7438.751,52.145,52.352,11.678
7440.462,50.909,52.666,21.078
7442.178,49.850,52.339,20.169
7443.890,50.471,51.446,10.742
7445.607,51.667,51.745,5.215
7447.319,52.773,52.683,5.239
7449.037,51.438,52.972,4.899
7450.750,51.331,51.762,5.140
7452.464,50.346,51.071,5.217
7454.183,51.904,51.369,5.337
7455.898,52.449,50.103,5.084
7457.617,51.699,50.678,5.231
7459.333,51.391,50.586,5.291
7461.053,50.727,50.566,5.816
7462.769,50.731,51.544,6.549
7464.486,51.871,52.421,7.896
7466.207,51.653,51.524,8.754
7467.925,52.187,52.408,9.635
7469.647,51.328,51.109,10.152
7471.365,49.599,50.351,11.043
7473.088,49.785,50.464,13.816
7474.807,50.986,50.509,17.030
7476.527,49.854,51.280,16.092
7478.251,51.705,52.021,11.923
7479.971,52.514,52.333,11.940
7481.696,50.698,51.847,16.177
7483.417,49.956,51.725,17.935
7485.143,51.614,52.338,17.959
7486.865,52.616,52.094,15.280
7488.587,53.142,51.814,10.075
7490.314,51.153,51.831,6.585
7492.037,51.066,52.436,5.947
7493.765,50.804,52.491,7.118
7495.489,52.110,51.961,8.782
7497.217,51.893,52.851,8.314
7498.942,52.895,53.609,6.408
7500.667,53.581,53.905,5.352
7502.397,51.470,53.867,5.567
7504.123,52.631,53.496,5.761
7505.853,53.594,53.116,5.427
7507.580,52.742,53.117,4.910
7509.311,53.025,52.098,5.162
7511.039,51.902,52.070,5.060
7512.767,48.204,51.157,4.849
7514.499,50.561,50.599,4.687
7516.228,49.292,51.037,5.016
7517.961,50.251,49.862,6.602
7519.690,50.849,50.240,8.074
7521.424,49.189,50.922,8.432
7523.155,51.952,51.710,10.263
7524.885,51.470,51.675,25.842
7526.621,48.911,50.513,39.113
7528.352,50.855,50.071,28.930
7530.088,51.290,51.677,12.898
7531.820,49.922,51.470,12.520
7533.557,50.359,51.501,13.946
7535.290,51.813,52.038,10.915
7537.024,51.417,52.173,6.379
7538.762,51.246,52.200,5.241
7540.496,49.883,51.311,6.486
7542.235,50.336,50.710,7.824
7543.970,49.054,49.855,7.655
7545.710,49.810,48.975,6.182
7547.446,48.773,48.477,5.184
7549.182,48.409,47.934,5.261
7550.923,49.013,47.580,5.679
7552.660,49.139,48.369,5.778
7554.401,48.637,48.982,5.585
7556.139,50.456,48.709,6.003
7557.882,49.253,48.556,8.424
7559.620,47.613,49.559,11.441
7561.359,49.487,48.380,10.735
7563.103,49.911,49.001,7.266
7564.843,48.958,49.767,5.774
7566.587,50.177,49.637,5.583
7568.328,48.819,48.948,6.776
7570.073,48.593,48.045,7.884
7571.815,49.696,47.825,13.898
7573.561,47.592,48.538,26.172
7575.303,47.408,49.559,26.921
7577.046,48.789,49.273,16.379
7578.793,49.204,47.995,7.494
7580.537,48.118,48.391,5.853
7582.285,49.353,48.247,5.244
7584.029,46.656,49.097,5.377
7585.778,47.600,49.436,6.878
7587.523,47.081,48.430,11.886
7589.268,48.669,47.214,13.597
7591.018,50.443,47.499,9.864
7592.765,50.208,47.829,5.845
7594.516,51.142,48.592,5.317
7596.263,52.917,50.607,5.499
7598.014,52.505,52.594,10.255
7599.762,51.220,52.877,21.973
7601.511,48.470,51.704,29.916
7603.264,49.171,50.605,22.341
7605.013,50.131,49.360,10.094
7606.766,54.540,48.551,7.645
7608.516,51.741,47.833,8.565
7610.271,48.218,47.342,8.516
7612.021,49.310,48.159,7.952
7613.773,49.813,48.109,8.273
7615.528,48.022,48.522,7.952
7617.280,48.339,49.172,8.183
7619.037,49.182,49.345,11.868
7620.790,45.690,49.033,14.304
7622.547,48.149,49.081,12.438
7624.300,47.929,49.436,10.492
7626.054,49.484,48.774,9.699
7627.813,47.426,47.382,9.519
7629.568,49.501,46.968,18.219
7631.327,47.062,48.517,25.651
7633.083,49.787,50.317,19.406
7634.843,51.783,49.455,8.946
7636.599,48.235,50.534,6.714
7638.356,48.161,50.635,6.316
7640.117,49.991,49.557,6.026
7641.875,47.798,49.353,6.611
7643.637,49.078,49.799,7.078
7645.396,47.564,48.502,6.624
7647.159,50.206,48.117,6.174
7648.918,49.004,48.788,6.367
7650.677,46.872,48.695,6.114
7652.442,49.100,47.560,6.662
7654.202,47.879,47.621,8.766
7655.967,48.608,47.402,9.952
7657.728,48.173,47.984,8.617
7659.494,47.669,48.933,5.990
7661.256,48.160,49.103,5.968
7663.019,48.848,48.475,10.508
7664.786,47.801,48.628,14.250
7666.549,47.875,49.321,12.221
7668.317,49.910,48.578,7.606
7670.081,48.734,48.151,5.600
7671.850,47.892,48.277,4.995
7673.615,49.596,48.220,5.508
7675.380,48.409,48.327,5.708
7677.150,49.287,48.870,5.443
7678.916,49.571,49.542,5.264
7680.687,49.867,49.638,5.140
7682.454,49.844,49.162,5.855
7684.225,48.203,49.002,6.750
7685.993,50.626,49.712,7.016
7687.761,50.310,48.986,6.688
7689.534,50.137,49.362,7.476
7691.303,49.341,49.078,7.642
7693.077,49.916,48.820,7.935
7694.846,50.228,49.392,8.120
7696.621,48.984,49.143,7.380
7698.391,49.044,50.600,6.863
7700.162,49.669,50.628,8.960
7701.938,49.868,50.672,11.404
7703.710,49.907,50.831,10.307
7705.486,50.788,50.575,6.941
7707.259,50.586,50.801,5.654
7709.036,49.991,50.797,5.575
7710.810,51.009,51.119,6.570
7712.588,49.312,50.898,23.165
7714.362,50.355,50.058,54.031
7716.137,47.935,49.750,70.781
7717.916,53.053,50.740,70.553
7719.691,51.729,50.295,74.128
7721.472,49.884,50.403,49.791
7723.248,49.897,49.876,16.838
7725.029,49.602,50.084,12.882
7726.806,49.239,51.427,20.158
7728.584,49.445,50.577,22.896
7730.366,51.264,50.111,16.340
7732.144,49.944,50.382,8.270
7733.927,49.501,50.668,6.592
7735.706,48.966,50.444,7.764
7737.490,49.756,49.858,9.379
7739.270,50.724,49.868,9.270
7741.051,50.035,51.505,7.808
7742.836,50.478,52.035,7.011
7744.617,51.709,50.871,6.583
7746.403,49.050,50.297,6.415
7748.185,50.183,50.935,7.526
7749.972,49.878,50.227,22.999
7751.754,51.285,51.501,66.010
7753.538,47.036,50.729,92.469
7755.326,49.332,50.434,56.498
7757.110,49.159,50.660,16.149
7758.899,48.046,50.057,9.987
7760.683,46.899,49.749,23.675
7762.473,49.646,50.090,35.757
7764.259,49.839,48.940,28.439
7766.045,48.863,49.075,10.412
7767.836,49.887,50.319,5.383
7769.623,49.896,50.775,5.711
7771.414,50.351,50.716,6.896
7773.202,50.695,51.126,10.174
7774.995,49.725,50.941,17.501
7776.783,50.957,51.570,19.122
7778.572,52.416,51.983,12.933
7780.366,51.372,50.820,12.043
7782.156,50.178,49.980,21.180
7783.951,50.307,51.653,23.624
7785.741,51.736,50.315,14.026
7787.537,51.464,50.823,7.814
7789.328,53.178,52.357,7.210
7791.120,51.386,51.994,8.395
7792.917,52.393,52.359,13.554
7794.709,55.323,53.519,40.001
7796.507,51.213,53.295,68.241
7798.300,53.044,52.963,55.967
7800.099,53.113,52.403,17.141
7801.893,51.499,51.570,6.512
7803.688,53.610,52.368,5.369
7805.487,51.556,53.437,5.617
7807.283,52.518,52.740,6.977
7809.083,54.530,52.061,18.117
7810.880,51.533,52.471,33.544
7812.681,51.776,53.218,28.217
7814.478,51.954,52.941,13.158
7816.276,51.923,52.142,8.002
7818.078,51.380,52.174,8.198
7819.877,50.783,51.677,10.474
7821.680,52.587,50.943,34.599
7823.480,48.921,51.080,74.803
7825.284,47.671,51.647,74.800
7827.084,52.070,51.564,32.322
7828.884,50.888,50.849,9.205
7830.690,49.235,50.144,7.408
7832.491,50.999,50.203,6.960
7834.297,49.023,50.849,6.619
7836.100,49.024,50.776,6.866
7837.907,49.504,50.314,6.374
7839.710,50.304,50.148,6.205
7841.513,50.043,50.742,13.972
7843.321,51.217,51.424,29.239
7845.126,52.978,51.661,27.902
7846.935,52.022,52.138,13.184
7848.740,51.182,52.792,7.150
7850.550,52.713,53.043,11.123
7852.356,53.052,53.715,23.258
7854.167,55.380,54.412,57.215
7855.974,56.314,54.580,87.164
7857.781,52.337,54.819,65.316
7859.593,52.170,54.313,29.706
7861.401,54.788,53.153,29.344
7863.214,51.803,51.288,36.886
7865.023,52.834,50.084,26.897
7866.836,49.332,50.445,11.403
7868.646,52.287,51.073,13.041
7870.456,50.984,51.659,24.862
7872.271,51.585,51.144,41.219
7874.082,51.664,51.126,39.944
7875.898,52.610,52.332,20.822
7877.710,53.042,53.336,8.404
7879.526,51.328,52.385,15.427
7881.339,52.369,52.644,27.087
7883.152,52.047,52.123,31.055
7884.970,52.882,51.508,23.425
7886.784,52.395,51.851,15.383
7888.603,50.590,52.334,12.792
7890.417,52.012,51.197,28.520
7892.237,51.728,51.804,46.972
7894.052,51.425,50.579,39.693
7895.868,50.633,51.021,17.648
7897.689,49.094,51.281,9.352
7899.506,50.764,49.475,7.884
7901.328,51.856,50.500,6.970
7903.145,51.558,51.976,6.519
7904.968,52.195,51.437,6.242
7906.786,51.835,51.416,6.677
7908.605,52.397,52.135,7.479
7910.429,52.442,52.402,7.601
7912.249,51.231,52.548,13.589
7914.073,52.517,51.865,46.787
7915.894,51.639,52.367,94.346
7917.719,53.391,52.981,82.543
7919.541,53.630,52.541,35.355
7921.363,51.863,51.908,27.355
7923.189,50.570,52.751,46.484
7925.012,50.277,51.282,41.989
7926.840,51.322,50.136,18.689
7928.663,51.816,51.404,8.254
7930.491,53.776,52.725,10.477
7932.316,54.429,52.243,26.226
7934.141,51.199,52.701,38.336
7935.970,52.887,53.184,27.041
7937.796,53.620,53.430,9.555
7939.626,53.654,53.400,5.670
7941.453,52.543,53.273,5.779
7943.284,52.488,52.913,6.749
7945.111,52.089,52.026,6.955
7946.939,52.482,52.319,8.003
7948.772,51.349,53.087,11.865
7950.600,53.200,53.521,21.254
7952.434,52.462,52.968,24.855
7954.263,50.574,51.919,16.587
7956.097,52.579,52.015,7.286
7957.928,51.227,52.145,5.588
7959.758,52.021,52.129,5.120
7961.594,51.481,51.557,5.247
7963.425,53.000,51.403,7.867
7965.262,51.129,52.249,35.795
7967.094,49.090,52.463,74.746
7968.931,50.970,51.668,61.946
7970.765,53.153,52.812,22.867
7972.598,50.529,53.368,10.941
7974.437,52.347,52.027,7.186
7976.271,50.141,50.523,7.213
7978.111,52.009,51.141,12.181
7979.946,52.345,51.523,24.685
7981.786,51.497,51.038,36.614
7983.622,50.634,51.503,30.996
7985.459,52.386,52.307,13.645
7987.300,50.277,52.445,7.288
7989.138,51.853,53.120,6.170
7990.980,51.700,52.907,7.943
7992.818,52.778,53.039,16.983
7994.662,52.213,52.470,62.113
7996.501,47.685,51.567,86.494
7998.345,54.719,51.640,48.628
8000.185,53.701,52.351,11.707
8002.025,50.745,51.460,8.313
8003.870,52.318,53.419,7.255
8005.712,52.255,54.267,6.885
8007.558,52.746,53.580,6.415
8009.400,51.100,53.395,6.188
8011.247,50.871,52.847,6.000
8013.090,51.510,52.352,8.233
8014.933,53.286,53.301,18.709
8016.781,51.514,52.802,28.542
8018.626,50.807,52.072,22.207
8020.475,52.720,52.870,9.854
8022.320,54.526,52.710,10.256
8024.170,52.199,53.772,10.655
8026.016,56.891,53.903,23.103
8027.862,50.171,53.354,56.729
8029.713,53.013,53.102,56.870
8031.561,53.936,52.838,28.611
8033.413,52.600,51.691,11.291
8035.261,52.521,53.519,8.220
8037.114,52.291,52.616,6.764
8038.963,53.042,53.165,6.074
8040.812,53.210,54.139,5.467
8042.666,52.250,53.129,5.974
8044.516,50.587,53.807,6.484
8046.371,51.819,53.016,5.603
8048.222,53.182,52.116,5.283
8050.078,52.046,52.987,5.396
8051.930,53.028,53.450,9.494
8053.783,53.958,52.171,17.967
8055.640,52.812,52.605,19.064
8057.493,52.894,52.339,10.896
8059.351,52.141,51.930,5.778
8061.205,51.384,52.279,8.369
8063.064,51.226,52.969,21.488
8064.919,53.161,53.366,33.812
8066.774,52.541,53.617,24.712
8068.634,52.871,52.702,9.841
8070.490,53.960,53.369,5.442
8072.352,52.259,53.402,5.006
8074.209,52.592,52.542,5.329
8076.070,50.388,51.851,5.899
8077.928,51.442,50.823,6.255
8079.787,51.253,50.798,7.395
8081.650,50.122,51.727,6.613
8083.509,51.091,51.510,5.880
8085.373,52.363,50.554,6.382
8087.233,50.577,50.548,7.839
8089.098,50.531,51.238,7.384
8090.959,51.791,50.954,5.904
8092.820,50.537,51.192,5.714
8094.686,49.491,51.255,9.177
8096.549,50.806,51.542,12.343
8098.416,50.955,51.774,9.679
8100.279,51.237,50.109,6.365
8102.147,51.141,51.466,8.263
8104.010,50.065,51.209,15.735
8105.875,50.374,50.802,18.729
8107.744,51.108,50.900,12.656
8109.609,50.705,50.181,6.769
8111.479,50.863,48.895,5.924
8113.345,49.880,51.272,5.913
8115.216,50.251,50.980,5.481
8117.083,50.072,50.484,5.607
8118.950,50.607,51.084,5.490
8120.823,52.513,51.152,5.054
8122.691,49.668,49.877,5.288
8124.564,51.202,49.212,5.210
8126.433,51.292,50.203,5.187
8128.307,50.146,51.403,5.497
8130.177,51.365,51.643,5.740
8132.051,50.418,50.391,5.786
8133.922,51.496,48.395,5.892
8135.793,50.283,50.657,5.966
8137.670,50.478,51.794,6.251
8139.542,51.369,50.875,7.567
8141.419,50.383,50.307,9.460
